model_name,mode,n,truncation_rate,informativeness_mean,informativeness_std,clarity_mean,clarity_std,plausibility_mean,plausibility_std,faithfulness_mean,faithfulness_std
jjnhuang/mbart-large-50-en-dialogue-to-zh-summary,reference_based,100,0.0,2.9676427602767945,0.681233183532069,4.24167004108429,0.41164478129674237,4.166469850540161,0.42375234858038535,2.922339496612549,0.6626440719302404
jjnhuang/mbart-large-50-en-dialogue-to-zh-summary,source_grounded,100,0.0,2.5288647651672362,0.7079223220520956,3.8889391922950747,0.7695283718356039,3.9291322350502016,0.7532806405424084,3.205894169807434,0.9281342431516342
